source,text,created_at
Twitter for Android,The failing @nytimes reporters don't even call us anymore they just write whatever they want to write making up sources along the way!,10-15-2016 22:49:18
Twitter for Android,Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!,10-15-2016 18:29:22
Twitter for iPhone,The MOVEMENT in Portsmouth New Hampshire w/ 7K supporters. THANK YOU! This is the biggest election of our lifetime… https://t.co/4otZyjYLc2,10-15-2016 18:11:06
Twitter for iPhone,Landing in New Hampshire soon to talk about the massive drug problem there and all over the country.,10-15-2016 15:55:19
Twitter for iPhone,The truth is a beautiful weapon. https://t.co/P7FrFhicvw,10-15-2016 15:52:48
Twitter for iPhone,Mr. Trump removing the broken teleprompter in North Carolina-in front of a massive crowd. He goes on&amp;delivers the b… https://t.co/dyNxc1HDTW,10-15-2016 15:37:39
Twitter for Android,Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election,10-15-2016 12:23:08
Twitter for iPhone,Will be in Bangor Maine today at 3pm- join me! #MAGATickets: https://t.co/NY7E1FBOB7 https://t.co/5TN2wvnR7J,10-15-2016 12:17:06
Twitter for Android,This election is being rigged by the media pushing false and unsubstantiated charges and outright lies in order to elect Crooked Hillary!,10-15-2016 11:45:58
Twitter for Android,100% fabricated and made-up charges pushed strongly by the media and the Clinton Campaign may poison the minds of the American Voter. FIX!,10-15-2016 10:51:40
Twitter for iPhone,Thank you @TrumpWomensTour!#MakeAmericaGreatAgain https://t.co/R4oxaHpsAB,10-15-2016 03:05:29
Twitter for iPhone,Thank you Charlotte North Carolina! We are going to have an AMAZING victory on November 8th...because this is all… https://t.co/A7Ql7KuMfT,10-15-2016 01:14:08
Twitter Web Client,Make sure you're registered to vote! Let's #MakeAmericaGreatAgain! We can't afford more years of FAILURE! All info:… https://t.co/MgV5urLhB0,10-14-2016 20:21:25
Twitter for iPhone,Thank you for your support Greensboro North Carolina. Next stop - Charlotte! #MAGAhttps://t.co/3KWOl2ibaW https://t.co/jjde4W1hz2,10-14-2016 19:28:18
Twitter for iPhone,WHAT THEY ARE SAYING ABOUT THE CLINTON CAMPAIGN’S ANTI-CATHOLIC BIGOTRY: https://t.co/oRUlaT4zbn,10-14-2016 15:23:38
Twitter for iPhone,Thank you to our U.S. Navy for protecting our country both in times of peace &amp; war. Together WE WILL MAKE AMERICA… https://t.co/v23jCl4tEQ,10-14-2016 01:18:07
Twitter for iPhone,Join me live in Cincinnati Ohio!#TrumpRally #MAGAhttps://t.co/MzqgNNVfZb,10-13-2016 23:53:56
Twitter for iPhone,Join me in Greensboro North Carolina tomorrow at 2:00pm! #TrumpRallyhttps://t.co/vpLryxCyoq https://t.co/dRra2AqayJ,10-13-2016 23:28:02
Twitter for iPhone,Dem Gov. of MN. just announced that the Affordable Care Act (Obamacare) is no longer affordable. I've been saying this for years- disaster!,10-13-2016 22:51:17
Twitter Ads,"This is a crossroads in the history of our civilization that will determine whether or not We The People reclaim c… https://t.co/a84WMHpSYy,10-13-2016 22:50:04
Twitter for iPhone,Great event in Columbus- taking off for Cincinnati now. Great new Ohio poll out- thank you!OHIO NBC/WSJ/MARIST POLLTrump 42% Clinton 41%,10-13-2016 22:14:56
Twitter for iPhone,Just left a great rally in Florida - now heading to Ohio for two more. Will be there soon.,10-13-2016 20:04:14
Twitter for iPhone,I am making a major speech in West Palm Beach Florida at noon. Tune in!,10-13-2016 15:28:34
Twitter for iPhone,Thank you! #MAGA #AmericaFirst https://t.co/fG313wjlKm,10-13-2016 15:27:27
Twitter for iPhone,Join me in Ohio &amp; Maine!Cincinnati Ohio- tonight @ 7:30pm: https://t.co/XlHGD1VrMoBangor Maine - Saturday @ 3pm… https://t.co/DYHPQYBwpK,10-13-2016 13:52:14
Twitter Web Client,The phony story in the failing @nytimes is a TOTAL FABRICATION. Written by same people as last discredited story on women. WATCH!,10-13-2016 13:35:12
Twitter for Android,Why didn't the writer of the twelve year old article in People Magazine mention the "incident" in her story. Because it did not happen!,10-13-2016 13:09:45
Twitter for iPhone,I will be in Cincinnati Ohio tomorrow night at 7:30pm- join me! #OhioVotesEarly #VoteTrumpPence16 Tickets:… https://t.co/Bp5iHKbT2d,10-12-2016 22:59:48
Twitter for iPad,The MOVEMENT in Lakeland Florida. Voter registration extended to 10/18. REGISTER ASAP @ https://t.co/HfihPERFgZ &amp;… https://t.co/PygIlshrgv,10-12-2016 21:01:31
Twitter for iPhone,The people of Cuba have struggled too long. Will reverse Obama's Executive Orders and concessions towards Cuba until freedoms are restored.,10-12-2016 19:20:48
Twitter for iPhone,PAY TO PLAY POLITICS. #CrookedHillary https://t.co/wjsl8ITVvk,10-12-2016 14:00:48
Twitter for iPhone,Very little pick-up by the dishonest media of incredible information provided by WikiLeaks. So dishonest! Rigged system!,10-12-2016 13:46:43
Twitter for Android,Crooked Hillary Clinton likes to talk about the things she will do but she has been there for 30 years - why didn't she do them?,10-12-2016 12:59:05
Twitter for iPhone,Thank you Florida- a MOVEMENT that has never been seen before and will never be seen again. Lets get out &amp;… https://t.co/t9XM9wFDZI,10-12-2016 04:04:47
Twitter for iPhone,Join me Thursday in Florida &amp; Ohio!West Palm Beach FL at noon:https://t.co/jwbZnQhxg9Cincinnati OH this 7:30pm:https://t.co/5w2UhalPIx,10-12-2016 00:56:06
Twitter for Android,Wow @CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders. Hillary &amp; CNN FRAUD!,10-11-2016 23:04:25
Twitter for iPhone,Thank you Texas! If you haven't registered to VOTE- today is your last day. Go to: https://t.co/HfihPEA3Sp &amp; get ou… https://t.co/gxbDRD4x2k,10-11-2016 21:35:41
Twitter for iPhone,VOTER REGISTRATION DEADLINES TODAY. You can register now at: https://t.co/HfihPEA3Sp and get out to… https://t.co/LlFdF0DRX4,10-11-2016 20:56:33
Twitter for iPhone,DON'T LET HER FOOL US AGAIN. https://t.co/3QSoADFh7S,10-11-2016 18:43:35
Twitter for iPhone,Crooked's State Dept gave special attention to "Friends of Bill" after the Haiti Earthquake. Unbelievable! https://t.co/opP2l8ln0J,10-11-2016 18:29:59
Twitter for iPhone,I hope people are looking at the disgraceful behavior of Hillary Clinton as exposed by WikiLeaks. She is unfit to run.,10-11-2016 17:43:06
Twitter for Android,In Texas now leaving soon for BIG rally in Florida!,10-11-2016 17:12:35
Twitter for Android,The very foul mouthed Sen. John McCain begged for my support during his  primary (I gave he won) then dropped me over locker room remarks!,10-11-2016 16:52:28
Twitter for iPhone,13 states have voter registration deadlines TODAY: FL OH PA MI GA TX NM IN LA TN AR KY SC.Register: https://t.co/wAtnFpN6wL,10-11-2016 16:11:41
Twitter for iPhone,Wow. Unbelievable. https://t.co/RcBPCcmwnD,10-11-2016 15:25:11
Twitter for iPhone,Disloyal R's are far more difficult than Crooked Hillary. They come at you from all sides. They don’t know how to win - I will teach them!,10-11-2016 14:48:29
Twitter Web Client,With the exception of cheating Bernie out of the nom the Dems have always proven to be far more loyal to each other than the Republicans!,10-11-2016 14:15:10
Twitter for iPhone,It is so nice that the shackles have been taken off me and I can now fight for America the way I want to.,10-11-2016 14:00:38
Twitter for Android,Our very weak and ineffective leader Paul Ryan had a bad conference call where his members went wild at his disloyalty.,10-11-2016 13:05:53
Twitter for iPhone,Despite winning the second debate in a landslide (every poll) it is hard to do well when Paul Ryan and others give zero support!,10-11-2016 12:16:57
Twitter for iPhone,Thank you Pennsylvania. This is a MOVEMENT like we have never seen before! #VoteTrumpPence16 on 11/8/16- together… https://t.co/x0197JL5RU,10-11-2016 01:33:32
Twitter for iPhone,Is this really America? Terrible! https://t.co/WiwC61PIFu,10-10-2016 22:31:52
Twitter for Android,Wow @CNN got caught fixing their "focus group" in order to make Crooked Hillary look better. Really pathetic and totally dishonest!,10-10-2016 19:31:04
Twitter for iPhone,Debate polls look great - thank you!#MAGA #AmericaFirst https://t.co/4peQ3Sswdz,10-10-2016 19:22:56
Twitter for iPhone,CNN is the worst - fortunately they have bad ratings because everyone knows they are biased. https://t.co/oFRfNY2rUY,10-10-2016 19:14:00
Twitter for Android,Paul Ryan should spend more time on balancing the budget jobs and illegal immigration and not waste his time on fighting Republican nominee,10-10-2016 17:22:22
Twitter for Android,Thank you for all of the great comments on the debate last night. Very exciting!,10-10-2016 17:08:21
Twitter for iPhone,Thank you St. Louis Missouri!#MakeAmericaGreatAgain  https://t.co/2llBltf0mE https://t.co/wBmVxf1a9D,10-10-2016 03:39:21
Twitter for iPhone,MY PRO-GROWTH Econ Plan:✅Eliminate excessive regulations! ✅Lean government!✅Lower taxes!#Debates … https://t.co/OchcnuSAgR,10-10-2016 02:31:41
Twitter Web Client,Hypocrite: @HillaryClinton is the single biggest beneficiary of Citizens United in history by far. #debate #bigleaguetruth,10-10-2016 02:30:17
Twitter Web Client,Our country has the slowest growth since 1929. #BigLeagueTruth #debate,10-10-2016 02:24:50
Twitter Web Client,@AC360: “How can you unite a country if you’ve written off tens of millions of Americans?” #Deplorables #BigLeagueTruth #Debate,10-10-2016 02:23:21
Twitter Web Client,This country cannot take four more years of Barack Obama! #Debate,10-10-2016 02:21:50
Twitter Web Client,We agree @POTUS-"SHE'LL (Hillary Clinton) SAY ANYTHING &amp; CHANGE NOTHING. IT'S TIME TO TURN THE PAGE" -President Obama,10-10-2016 02:20:35
Twitter Web Client,If @HillaryClinton is president she’ll be all talk and nothing will get done. #Debate #BigLeagueTruth,10-10-2016 02:19:35
Twitter Web Client,FACT ✔️ on “red line” in Syria: HRC "I wasn’t there." Fact: line drawn in Aug ’12. HRC Secy of State til Feb ’13. https://t.co/4yZjH3TR5B,10-10-2016 02:18:37
Twitter Web Client,In my administration EVERY American will be treated equally protected equally and honored equally #Debate #BigLeagueTruth,10-10-2016 02:15:24
Twitter Web Client,We cannot let this evil continue! #Debates2016 https://t.co/f6BxYyRJID,10-10-2016 02:11:26
Twitter Web Client,This is the definition of ransom ⬇ https://t.co/370piI2JLp,10-10-2016 02:09:51
Twitter Web Client,The world is most peaceful and most prosperous when America is strongest. https://t.co/Y2Dx7xyBBs,10-10-2016 02:07:58
Twitter Web Client,Here are Hillary Clinton's "accomplishments" at the State Department.#Debates2016 #RattledHillary https://t.co/iouuqXYAdq,10-10-2016 02:06:41
Twitter Web Client,History lesson: There’s a big difference between Hillary Clinton and Abraham Lincoln. For one his nickname is Hone… https://t.co/A5JDkz1eCE,10-10-2016 02:00:31
Twitter for iPhone,We're going to cut taxes BIG LEAGUE for the middle class. She's raising your taxes and I'm lowering your taxes!https://t.co/ZwIkqNH2FX,10-10-2016 01:57:38
Twitter Web Client,"YOU NEED BOTH A PUBLIC AND A PRIVATE POSITION"@HillaryClinton #Debates2016 https://t.co/oI2qi2HAdO,10-10-2016 01:51:33
Twitter Web Client,Hypocrite! @HillaryClinton claims she needs a “public and a private stance” in discussions with Wall Street banks. #Debate,10-10-2016 01:50:45
Twitter Web Client,I hope when the MSM runs its “interruption counters” they consider the # of times the moderators interrupted me com… https://t.co/pHEjp8bZVP,10-10-2016 01:49:56
Twitter for iPhone,.@HillaryClinton - ITS CALLED EXTREME VETTING! #Debates2016 https://t.co/ueq7cbOg9Y,10-10-2016 01:48:19
Twitter Web Client,.@HillaryClinton #ICYMI- "WE ARE NOT IN A NARRATIVE FIGHT."@Mike_Pence #MAGA https://t.co/FUQzXlyPwY,10-10-2016 01:45:16
Twitter Web Client,#CrookedHillary has FAILED all over the world! 􏰀 #BigLeagueTruth #Debates2016 https://t.co/dalk9JKcFg,10-10-2016 01:43:04
Twitter Web Client,.@HillaryClinton is NOT above the law!#Debates2016 https://t.co/4arYZcGgYZ,10-10-2016 01:37:50
Twitter Web Client,.@HillaryClinton : Bill “clarified” what he meant when calling Obamacare a “disaster.” Actually “disaster” is pretty clear. #Debate,10-10-2016 01:36:24
Twitter Web Client,We must repeal Obamacare and replace it with a much more competitive comprehensive affordable system. #debate #MAGA,10-10-2016 01:35:26
Twitter Web Client,Obama and Clinton told the same lie to sell #ObamaCare. #Debates2016 https://t.co/vhOLtHrR66,10-10-2016 01:32:10
Twitter for iPhone,ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates,10-10-2016 01:29:45
Twitter Web Client,Hillary’s 33000 deleted emails about her daughter’s wedding. That’s a lot of wedding emails. #debate,10-10-2016 01:29:17
Twitter Web Client,Basically nothing Hillary has said about her secret server has been true. #CrookedHillary,10-10-2016 01:28:36
Twitter for iPhone,If I win-I am going to instruct my AG to get a special prosecutor to look into your situation bc there's never been anything like your lies.,10-10-2016 01:27:04
Twitter for iPhone,Donald J. Trump's History Of Empowering Women #BigLeagueTruthhttps://t.co/oY2YSPz7nB,10-10-2016 01:24:47
Twitter Web Client,There’s never been anyone more abusive to women in politics than Bill Clinton.My words were unfortunate-the Clintons’ actions were far worse,10-10-2016 01:23:22
Twitter Web Client,I’m not proud of my locker room talk. But this world has serious problems. We need serious leaders. #debate #BigLeagueTruth,10-10-2016 01:13:03
Twitter Web Client,It’s this simple. “Make America Great Again.” #debate #BigLeagueTruth,10-10-2016 01:11:26
Twitter for iPhone,My team of deplorables will be taking over my Twitter account for tonight's #debate#MakeAmericaGreatAgain,10-10-2016 00:24:46
Twitter Web Client,Join me on #FacebookLive as I conclude my final #debate preparations. https://t.co/gAbNvI8Fd7,10-09-2016 23:26:24
Twitter for iPhone,The Palestinian terror attack today reminds the world of the grievous perils facing Israeli citizens....continued:https://t.co/d2Upx5FitC,10-09-2016 22:26:27
Twitter for iPhone,Exclusive Video–Broaddrick Willey Jones to Bill's Defenders: ‘These Are Crimes’ ‘Terrified’ of ‘Enabler’ Hillary https://t.co/DMfLsIbtU1,10-09-2016 17:16:50
Twitter for iPhone,LA Times- USC Dornsife Sunday Poll: Donald Trump Retains 2 Point Lead Over Hillary:https://t.co/n05rul4Ycw,10-09-2016 16:02:35
Twitter for Android,So many self-righteous hypocrites. Watch their poll numbers - and elections - go down!,10-09-2016 14:12:23
Twitter for Android,"@HenryLeledog: @realDonaldTrump This Black Democrat is on the "TRUMP TRAIN"!!",10-09-2016 14:05:17
Twitter for Android,"@maidaa17: @realDonaldTrump GOP traitors! Not supporting U is voting for her destroying America.,10-09-2016 14:04:28
Twitter for Android,"@CharleneOsbor17: @realDonaldTrump politicians don't count. It's the people. We are behind trump all the way to White House.",10-09-2016 14:03:24
Twitter for Android,"@eericmyers: @realDonaldTrump  "Republican leadership" should have only one job: Help elect the nominee we voted for Donald J. Trump.",10-09-2016 14:02:28
Twitter for Android,"@Jodygirl1010: @realDonaldTrump I am a woman who continues to support &amp; stand with #Trump! #dtmag https://t.co/nFmY3FJuEf" Thank you.,10-09-2016 14:01:33
Twitter for iPhone,EXCLUSIVE — Video Interview: Bill Clinton Accuser Juanita Broaddrick Relives Brutal Rapes:https://t.co/9j7f8VK9Md,10-09-2016 13:17:02
Twitter for Android,Tremendous support (except for some Republican "leadership"). Thank you.,10-09-2016 13:00:51
Twitter for Android,Thank you to my great supporters in Wisconsin. I heard that the crowd and enthusiasm was unreal!,10-09-2016 00:38:52
Twitter for Android,The media and establishment want me out of the race so badly -  I WILL NEVER DROP OUT OF THE RACE WILL NEVER LET MY SUPPORTERS DOWN! #MAGA,10-08-2016 19:40:48
Twitter for Android,Certainly has been an interesting 24 hours!,10-08-2016 14:48:22
Twitter for iPhone,Here is my statement. https://t.co/WAZiGoQqMQ,10-08-2016 04:19:43
Twitter for iPhone,Thoughts &amp; prayers with the millions of people in the path of Hurricane Matthew. Look out for neighbors and listen… https://t.co/JqjyTiKicD,10-07-2016 03:03:48
Twitter for iPhone,"@kevcirilli: Trump speaking in exact same tone he did in Waterville Valley on 12/1. The night I first realized he was gonna be GOP nominee",10-07-2016 02:18:06
Twitter for iPhone,New National Rasmussen Poll: https://t.co/BnAveA5OuP,10-06-2016 22:54:16
Twitter for iPhone,Thank you Tennessee! #MAGA https://t.co/OoDFmerQ5B,10-06-2016 21:57:35
Twitter for iPhone,VOTE #TrumpPence16 on 11/8/16! https://t.co/12zAk8VmgK,10-06-2016 21:51:58
Twitter for iPhone,'Donald Trump: A President for All Americans' https://t.co/3lU2vrUE3t,10-06-2016 20:47:49
Twitter for iPhone,Volunteer to be a Trump Election Observer. Sign up today!#MakeAmericaGreatAgainhttps://t.co/ZzFHlsWnh4,10-06-2016 20:45:38
Twitter for iPhone,Praying for everyone in Florida. Hoping the hurricane dissipates but in any event please be careful.,10-06-2016 04:24:43
Twitter for iPhone,New Virginia poll- thank you! We are going to show the whole world that America is back – BIGGER and BETTER and S… https://t.co/2CikEXb0G7,10-06-2016 04:08:23
Twitter for iPhone,Pennsylvania poll just released. Two rallies there on Mon- join me!Ambridge: https://t.co/TujWDWcgd3Wilkes-Barre:… https://t.co/TeIeCttUpP,10-06-2016 04:02:19
Twitter for iPhone,Nation's Immigration And Customs Enforcement Officers (ICE) Make First-Ever Presidential Endorsement:https://t.co/eO1UY5N9J1,10-06-2016 01:53:05
Twitter for iPhone,Such a great honor! https://t.co/vt4AmLdkeP,10-06-2016 01:32:48
Twitter for iPhone,Amazing rally in Reno Nevada- thank you. Make sure you get out on 11/8 &amp; VOTE #TrumpPence16. Together we will put… https://t.co/6gPJhb29xk,10-06-2016 01:15:20
Twitter for iPhone,Reuters polling just out- thank you!#MakeAmericaGreatAgain https://t.co/UMY6kOiSTu,10-05-2016 23:19:43
Twitter for iPhone,Thank you South Carolina! Everyone has to get out and VOTE on 11/8/16. #MakeAmericaGreatAgain… https://t.co/os7EmRCdPf,10-05-2016 22:59:52
Twitter for iPhone,EARLY VOTING: MN &amp; IA already underway more states coming up in the next week: OH ME AZ IN — check w/local officials for details &amp; VOTE!,10-05-2016 22:57:42
Twitter for iPhone,'Small business says Trump is their pick for president'https://t.co/tzVN9QgPFS,10-05-2016 22:02:58
Twitter for iPhone,Thank you @SenJohnMcCain for your kind remarks on the important issue of PTSD and the dishonest media. Great to be in Arizona yesterday!,10-05-2016 21:22:52
Twitter for iPhone,Bill Clinton is right: Obamacare is 'crazy' 'doesn't work' and 'doesn't make sense'.  Thanks Bill for telling the truth.,10-05-2016 21:19:48
Twitter for iPhone,Thank you Henderson NV. This is a MOVEMENT like never seen before! Watch some of the rally via my Facebook page:… https://t.co/dNF8G4VUqY,10-05-2016 21:11:34
Twitter for iPhone,About to begin a rally here in Henderson Nevada. New Reuters poll just out- thank you! Join the MOVEMENT:… https://t.co/uvbntNsxGl,10-05-2016 18:53:09
Twitter for iPhone,Beautiful morning- thank you @ICLV! https://t.co/xzJhrLgjHP,10-05-2016 18:40:17
Twitter for Android,The constant interruptions last night by Tim Kaine should not have been allowed. Mike Pence won big!,10-05-2016 13:28:52
Twitter for Android,Mike Pence won big. We should all be proud of Mike!,10-05-2016 02:36:02
Twitter for Android,"@AnyoneTennis: @timkaine Cannot believe how often the moderator interrupts #Pence vs the other guy...so obvious @FoxNews"  So true!,10-05-2016 02:28:24
Twitter for Android,"@Gsimmons03Ginny: @realDonaldTrump ..Kaine is awful Trump and Pence are the ticket..no more lies we are ready to see America Great Again!,10-05-2016 02:27:18
Twitter for iPhone,Clinton’s Top Aides Were Mired In Conflict Of Interest At The State Department: https://t.co/wWfdaECtVu#VPDebate #BigLeagueTruth,10-05-2016 02:26:41
Twitter for Android,"@FLifeforce: @_CFJ_ @vine That is a reason to NOT Vote for Hillary Clinton. Vote for Liberty! Vote for @realDonaldTrump",10-05-2016 02:23:01
Twitter for iPhone,.@HillaryClinton’s Careless Use Of A Secret Server Put National Security At Risk: https://t.co/OiAEMnrGcy #VPDebate#BigLeagueTruth,10-05-2016 02:22:24
Twitter for iPhone,CLINTON IS WEAK ON NORTH KOREA:https://t.co/8pRednmnFX #VPDebate,10-05-2016 02:19:54
Twitter for iPhone,CLINTON’S CLOSE TIES TO PUTIN DESERVE SCRUTINY:https://t.co/wPYm5vQoyt #VPDebate,10-05-2016 02:16:15
Twitter for iPhone,Sanctions Relief From Clinton-Obama Iran Nuclear Deal Likely Go to Terrorists:https://t.co/lM80JriF9k #BigLeagueTruth #VPDebate,10-05-2016 02:15:21
Twitter for iPhone,.@timkaine is wrong for defense: https://t.co/QN9qqoq1kH #BigLeagueTruth #VPDebate,10-05-2016 02:13:40
Twitter for iPhone,ICYMI: PENCE: I RAN A STATE THAT WORKED; KAINE RAN A STATE THAT FAILED. https://t.co/XuWaueNkH0,10-05-2016 02:12:23
Twitter for iPhone,.@timkaine is the ANTI-DEFENSE SENATOR. #VPDebate #BigLeagueTruth https://t.co/qWkvGFARA1,10-05-2016 02:09:58
Twitter for iPhone,CLINTON’S FLAILING SYRIA POLICY WAS JUDGED A FAILURE:https://t.co/ICZxn7Q3vZ #VPDebate,10-05-2016 02:05:58
Twitter for iPhone,.@mike_pence and I will defeat #ISIS.https://t.co/oCIIDwtptV #VPDebate,10-05-2016 01:54:08
Twitter for iPhone,WHAT THEY ARE SAYING ABOUT MIKE PENCE “DOMINATING” THE DEBATE:https://t.co/mUw9S5GgNM #VPDebate,10-05-2016 01:52:36
Twitter for iPhone,I agree Mike - thank you to all of our law enforcement officers! #VPDebate "Police officers are the best of us..."@Mike_Pence,10-05-2016 01:50:48
Twitter for iPhone,.@HillaryClinton Sneers At Millions Of Average Americans.https://t.co/gEfURjRCfu #VPDebate #BigLeagueTruth,10-05-2016 01:46:08
Twitter for Android,"@GeeVeeM: @realDonaldTrump @Susiesentinel Pence is so prepared! He did his homework to outperform Kaine.",10-05-2016 01:37:38
Twitter for iPhone,.@timkaine oversaw unemployment INCREASE by 179249 while @mike_pence DECREASED unemployment in Indiana by 113826.… https://t.co/wFQM8kg287,10-05-2016 01:35:45
Twitter for Android,"@aldonturnaolco1: @FrankLuntz @marthamaccallum @realDonaldTrump good!!",10-05-2016 01:35:25
Twitter for Android,"@bcuzimdamomma: @FreeDavidKing No she only gets #Americans killed #Benghazi - we need @realDonaldTrump #MAGA",10-05-2016 01:35:06
Twitter for Android,"@ifdanyt: @realDonaldTrump Loving @mike_pence he's so likeable and sensible. Kaine is just talking bull!,10-05-2016 01:34:46
Twitter for Android,"@carol_lcnixon67: @realDonaldTrump Kaine says Hillary and he have plans. She could care less what Kaine thinks.",10-05-2016 01:33:50
Twitter for Android,"@ARSenMissyIrvin: I want a "you're fired" president with people in Govt who are WASTING my tax $'s. @realDonaldTrump",10-05-2016 01:33:17
Twitter for Android,.@mike_pence is doing a great job - so far no contest!,10-05-2016 01:30:39
Twitter for Android,"@TeamTrump: .@mike_pence &amp; @realDonaldTrump are PROVEN job creators and are prepared to bring JOBS BACK to the American people!,10-05-2016 01:29:13
Twitter for Android,"@Jnelson52722: @realDonaldTrump @Susiesentinel Kaine looks like an evil crook out of the Batman movies",10-05-2016 01:28:25
Twitter for Android,"@elisac006: @nycmia @realDonaldTrump I agree. Kaine looks like a fool!!",10-05-2016 01:26:09
Twitter for Android,"@bigdog_joey: @realDonaldTrump @timkaine is so angry. Our @mike_pence looks great. kaine can't defend all those lies #makeamericagreatagain,10-05-2016 01:22:08
Twitter for Android,"@Susiesentinel: #pence is so much more likeable than Kaine #cbsnews @realDonaldTrump",10-05-2016 01:16:00
Twitter for Android,"@lainey34210: @realDonaldTrump Great opening Pence💕",10-05-2016 01:15:22
Twitter for Android,"@RoadkingL: @mike_pence Wow Kaine couldn't go 12 seconds without a lie. Marines and military are scared of the liar running. #bengazi",10-05-2016 01:12:45
Twitter for iPhone,.@megynkelly- I am in Nevada. Sorry to inform you Kellyanne is in the audience. Better luck next time.,10-05-2016 01:06:02
Twitter for Android,Both are looking good! Now we begin!,10-05-2016 01:05:53
Twitter for Android,Here we go - Enjoy!,10-05-2016 01:01:12
Twitter for Android,I will be live-tweeting the V.P. Debate. Very exciting! MAKE AMERICA GREAT AGAIN!,10-05-2016 00:18:38
Twitter for Android,Wow @CNN is so negative. Their panel is a joke biased and very dumb. I'm turning to @FoxNews where we get a fair shake! Mike will do great,10-05-2016 00:12:59
Twitter for Android,Wow did you just hear Bill Clinton's statement on how bad ObamaCare is. Hillary not happy. As I have been saying REPEAL AND REPLACE!,10-04-2016 23:55:55
Twitter for iPhone,Join the MOVEMENT!https://t.co/3KWOl20zMm https://t.co/BS5JLelPJd,10-04-2016 23:44:28
Twitter for iPhone,Thank you ARIZONA! This is a MOVEMENT like nobody has ever seen before. Together we are going to MAKE AMERICA SAFE… https://t.co/EwP4hnaeoE,10-04-2016 22:38:18
Twitter for iPhone,My childcare plan makes a difference for working families - more money more freedom. #AmericaFirst means… https://t.co/X3Yn3FZphf,10-04-2016 19:48:15
Twitter for iPhone,I will be watching the great Governor @Mike_Pence and live tweeting the VP debate tonight starting at 8:30pm est! Enjoy!,10-04-2016 19:40:44
Twitter for iPhone,Join me in Reno Nevada tomorrow at 3:30pm! #AmericaFirst #MAGATickets: https://t.co/DJ7JJUkkz7,10-04-2016 19:36:19
Twitter for iPhone,Join me in Reno Nevada on Wednesday at 3:30pm at the Reno-Sparks Convention Center! #MAGATickets:… https://t.co/G0NvFLQWgS,10-04-2016 03:39:42
Twitter for iPhone,Thank you Colorado! #MAGAhttps://t.co/3KWOl20zMmhttps://t.co/M7QhdCgRzw https://t.co/wIGNtKPA2X,10-04-2016 02:20:21
Twitter for iPhone,We must bring the truth directly to hard-working Americans who want to take our country back. #BigLeagueTruth… https://t.co/0iAeiPYEhO,10-03-2016 22:03:46
Twitter for iPhone,Thank you Pueblo Colorado! #TrumpRally #AmericaFirsthttps://t.co/3KWOl20zMm https://t.co/rFAf7xYNhy,10-03-2016 21:41:35
Twitter for iPhone,Join me in Henderson Nevada on Wednesday at 11:30am! #MAGA Tickets: https://t.co/pWTYv9BbUE,10-03-2016 14:10:52
Twitter for Android,Just announced that Iraq (U.S.) is preparing for battle to reclaim Mosul. Why do they have to announce this? Makes mission much harder!,10-02-2016 23:45:40
Twitter for iPhone,Melania and I extend our warmest greetings to those observing Rosh Hashanah here in the United States in Israel and around the world.,10-02-2016 21:59:07
Twitter for iPhone,Bernie should pull his endorsement of Crooked Hillary after she decieved him and then attacked him and his supporters.,10-02-2016 21:48:21
Twitter for Android,"@trumplican2016: .@realDonaldTrump  There will be MASSIVE turnout for you  Mr. Trump - These polls don't register the pulse of the PEOPLE!,10-02-2016 12:10:33
Twitter for Android,I have created tens of thousands of jobs and will bring back great American prosperity. Hillary has only created jobs at the FBI and DOJ!,10-02-2016 11:35:00
Twitter for Android,I know our complex tax laws better than anyone who has ever run for president and am the only one who can fix them. #failing@nytimes,10-02-2016 11:22:41
Twitter for Android,Heading to Pennsylvania for a big rally tonight. We will MAKE AMERICA GREAT AGAIN!,10-01-2016 21:29:56
Twitter for Android,Wow just saw the really bad @CNN ratings. People don't want to watch bad product that only builds up Crooked Hillary.,10-01-2016 21:25:52
Twitter for Android,The so-called Commission on Presidential Debates admitted to us that the DJT audio &amp; sound level was very bad. So why didn't they fix it?,10-01-2016 20:47:45
Twitter for Android,I won the debate if you decide without watching the totally one-sided "spin" that followed. This despite the really bad microphone.,10-01-2016 20:16:05
Twitter for iPhone,Crooked H is nasty to Sanders supporters behind closed doors. Owned by Wall St and Politicians HRC is not with you. https://t.co/WN1lyCDXla,10-01-2016 17:01:31
Twitter for iPhone,I believe in #AmericaFirst and that means FAMILY FIRST! My childcare plan reflects the needs of modern working-clas… https://t.co/RCnZZtTk4c,10-01-2016 00:52:15
Twitter for iPhone,Thank you Novi Michigan! Get out and VOTE #TrumpPence16 on 11/8. Together WE WILL MAKE AMERICA GREAT AGAIN!… https://t.co/n7Gd6Xc18H,09-30-2016 23:01:50
Twitter for iPhone,Thank you for your support - on my way now! See you soon. #TrumpTrain https://t.co/SYuRpzosb5,09-30-2016 20:10:54
